Id,Action
224,0.963
225,0.995
226,0.884
227,0.941
228,0.996
229,0.999
230,0.995
231,0.969
232,0.825
233,0.976
234,0.208
235,0.996
236,0.79
237,1.0
238,0.913
239,0.975
240,0.999
241,0.999
242,0.645
243,0.248
244,0.996
245,1.0
246,0.983
247,0.965
248,0.981
249,0.992
250,0.994
251,0.931
252,0.682
253,0.981
254,0.999
255,0.999
256,0.991
257,0.996
258,0.875
259,1.0
260,0.999
261,0.981
262,0.995
263,0.997
264,1.0
265,0.997
266,0.985
267,0.999
268,0.996
269,0.998
270,1.0
271,0.995
272,0.933
273,1.0
274,0.266
275,0.999
276,0.968
277,0.968
278,0.997
279,0.944
280,0.966
281,1.0
282,0.979
283,0.977
284,0.938
285,0.996
286,0.949
287,0.99
288,0.997
289,0.998
290,0.998
291,0.817
292,0.469
293,0.989
294,0.975
295,0.998
296,0.071
297,0.333
298,1.0
299,0.943
300,0.992
301,0.918
302,1.0
303,0.802
304,0.961
305,0.998
306,1.0
307,0.999
308,1.0
309,0.997
310,0.994
311,0.998
312,0.994
313,0.999
314,0.994
315,0.993
316,0.998
317,0.937
318,1.0
319,0.991
320,1.0
321,0.996
322,0.103
323,0.999
324,0.989
325,0.993
326,0.726
327,0.997
328,1.0
329,0.989
330,0.966
331,1.0
332,1.0
333,0.967
334,0.982
335,1.0
336,0.936
337,0.997
338,0.999
339,1.0
340,0.961
341,0.982
342,0.993
343,0.906
344,1.0
345,0.979
346,0.908
347,0.995
348,0.992
349,0.98
350,0.726
351,0.996
352,0.999
353,0.999
354,0.443
355,0.983
356,0.999
357,0.974
358,0.981
359,0.994
360,0.607
361,0.985
362,0.994
363,1.0
364,0.951
365,1.0
366,0.994
367,0.996
368,0.996
369,0.988
370,0.999
371,1.0
372,0.94
373,0.951
374,0.152
375,0.986
376,0.997
377,0.518
378,0.981
379,1.0
380,0.929
381,0.633
382,1.0
383,1.0
384,0.922
385,0.875
386,1.0
387,0.825
388,0.897
389,0.999
390,0.999
391,0.99
392,0.985
393,0.996
394,1.0
395,0.967
396,1.0
397,0.997
398,0.998
399,0.99
400,0.996
401,0.984
402,0.985
403,0.997
404,0.645
405,0.996
406,0.96
407,0.985
408,0.996
409,0.997
410,1.0
411,0.995
412,0.903
413,0.983
414,0.981
415,0.995
416,0.961
417,1.0
418,0.996
419,0.974
420,0.996
421,1.0
422,0.997
423,0.969
424,0.927
425,0.997
426,0.999
427,0.986
428,1.0
429,0.858
430,1.0
431,1.0
432,0.914
433,0.975
434,0.998
435,0.975
436,0.997
437,0.96
438,0.105
439,0.914
440,0.141
441,0.994
442,0.987
443,0.98
444,1.0
445,0.947
446,0.999
447,0.961
448,0.999
449,1.0
450,0.986
451,0.915
452,1.0
453,0.996
454,0.737
455,0.961
456,0.999
457,0.996
458,0.93
459,0.999
460,0.195
461,0.459
462,1.0
463,0.996
464,0.994
465,1.0
466,0.997
467,0.142
468,0.929
469,0.988
470,0.999
471,0.993
472,0.979
473,0.999
474,0.995
475,0.989
476,0.986
477,0.998
478,0.991
479,0.989
480,1.0
481,0.993
482,0.98
483,0.999
484,0.999
485,1.0
486,0.996
487,0.985
488,0.99
489,1.0
490,0.99
491,0.998
492,0.997
493,0.871
494,1.0
495,0.999
496,1.0
497,1.0
498,1.0
499,0.986
500,0.998
501,0.989
502,0.429
503,0.997
504,0.998
505,0.744
506,0.99
507,0.997
508,0.986
509,0.973
510,0.188
511,0.993
512,0.98
513,0.991
514,0.933
515,0.994
516,0.994
517,0.992
518,0.972
519,0.982
520,0.611
521,0.998
522,0.957
523,0.996
524,0.153
525,0.992
526,0.512
527,0.961
528,0.99
529,0.927
530,0.989
531,0.975
532,0.995
533,0.986
534,0.973
535,0.998
536,0.999
537,0.994
538,0.98
539,0.909
540,0.999
541,0.983
542,0.994
543,0.367
544,0.971
545,0.9
546,0.997
547,0.426
548,0.992
549,0.971
550,0.993
551,0.999
552,0.986
553,0.999
554,0.962
555,0.99
556,0.993
557,0.996
558,0.999
559,0.994
560,0.993
561,0.961
562,0.993
563,0.994
564,0.941
565,0.998
566,0.822
567,0.956
568,0.966
569,1.0
570,0.995
571,0.609
572,1.0
573,0.816
574,0.924
575,0.999
576,1.0
577,0.998
578,0.991
579,0.823
580,0.961
581,1.0
582,0.988
583,0.997
584,0.984
585,0.998
586,0.784
587,0.998
588,0.967
589,0.983
590,0.992
591,1.0
592,0.988
593,0.944
594,0.974
595,1.0
596,0.984
597,0.99
598,0.999
599,0.951
600,0.996
601,0.98
602,0.997
603,1.0
604,0.942
605,0.993
606,0.996
607,0.997
608,0.981
609,0.961
610,0.96
611,0.997
612,0.964
613,0.924
614,0.266
615,1.0
616,0.724
617,0.995
618,0.91
619,0.999
620,0.945
621,0.997
622,0.982
623,0.974
624,0.552
625,0.981
626,1.0
627,0.999
628,0.996
629,0.983
630,1.0
631,0.993
632,0.979
633,1.0
634,0.999
635,0.959
636,0.992
637,0.993
638,0.993
639,0.977
640,0.999
641,0.995
642,0.987
643,0.996
644,0.981
645,0.974
646,0.862
647,0.966
648,0.979
649,0.993
650,0.989
651,0.966
652,1.0
653,0.762
654,0.989
655,0.92
656,1.0
657,0.993
658,0.998
659,0.979
660,0.995
661,0.952
662,0.951
663,1.0
664,0.989
665,0.979
666,0.409
667,0.826
668,0.998
669,0.969
670,0.691
671,0.876
672,0.859
673,0.387
674,0.977
675,0.977
676,0.973
677,0.817
678,1.0
679,0.999
680,0.978
681,0.568
682,0.599
683,0.998
684,0.974
685,0.984
686,0.98
687,0.993
688,0.995
689,0.997
690,0.995
691,0.988
692,0.984
693,0.498
694,0.996
695,0.999
696,0.968
697,0.983
698,0.999
699,0.967
700,0.98
701,0.966
702,0.997
703,0.994
704,0.962
705,0.984
706,0.963
707,0.565
708,1.0
709,0.975
710,0.994
711,0.597
712,0.995
713,1.0
714,0.999
715,0.996
716,0.965
717,0.992
718,0.987
719,0.998
720,0.991
721,0.979
722,0.988
723,0.993
724,0.985
725,0.998
726,0.993
727,0.982
728,1.0
729,0.989
730,0.942
731,0.925
732,0.999
733,0.992
734,0.996
735,0.95
736,0.78
737,0.994
738,0.994
739,1.0
740,0.994
741,0.998
742,0.961
743,0.998
744,0.991
745,0.999
746,1.0
747,0.999
748,0.997
749,0.998
750,0.995
751,0.982
752,0.999
753,1.0
754,1.0
755,0.998
756,0.882
757,0.983
758,0.996
759,0.991
760,0.998
761,0.99
762,0.986
763,0.791
764,1.0
765,0.992
766,0.996
767,0.866
768,1.0
769,0.97
770,0.99
771,0.995
772,0.996
773,0.991
774,0.993
775,0.998
776,0.594
777,1.0
778,0.992
779,0.977
780,0.995
781,0.935
782,0.999
783,0.958
784,0.998
785,0.956
786,0.997
787,0.99
788,0.969
789,0.995
790,0.936
791,0.972
792,0.999
793,0.962
794,0.962
795,0.992
796,0.989
797,0.988
798,0.992
799,0.959
800,0.998
801,0.998
802,0.997
803,0.988
804,0.978
805,0.996
806,0.997
807,0.793
808,0.941
809,0.999
810,0.999
811,0.975
812,0.399
813,0.999
814,0.964
815,0.385
816,1.0
817,0.999
818,0.992
819,0.996
820,1.0
821,0.912
822,0.998
823,0.999
824,1.0
825,0.996
826,0.941
827,1.0
828,0.96
829,0.957
830,0.999
831,0.997
832,0.989
833,0.99
834,0.993
835,0.999
836,0.987
837,0.943
838,0.999
839,0.951
840,0.963
841,0.993
842,1.0
843,0.999
844,0.999
845,0.997
846,0.996
847,0.999
848,1.0
849,1.0
850,0.89
851,0.998
852,0.993
853,0.989
854,0.687
855,0.976
856,1.0
857,0.98
858,0.956
859,1.0
860,1.0
861,0.997
862,0.954
863,1.0
864,0.973
865,0.9
866,0.992
867,0.996
868,0.991
869,0.996
870,0.998
871,0.972
872,0.934
873,0.987
874,0.975
875,1.0
876,0.995
877,0.971
878,0.971
879,0.994
880,0.984
881,0.975
882,0.993
883,0.997
884,0.912
885,0.989
886,0.996
887,0.996
888,1.0
889,0.996
890,1.0
891,1.0
892,0.939
893,0.736
894,0.998
895,0.997
896,0.993
897,0.34
898,0.975
899,0.97
900,1.0
901,0.999
902,0.982
903,0.992
904,0.999
905,0.997
906,0.995
907,0.998
908,1.0
909,0.935
910,0.981
911,0.956
912,0.988
913,1.0
914,0.995
915,1.0
916,0.993
917,1.0
918,0.992
919,1.0
920,0.998
921,0.986
922,1.0
923,0.975
924,0.995
925,0.953
926,1.0
927,0.997
928,0.997
929,0.958
930,1.0
931,0.98
932,0.982
933,0.938
934,0.972
935,0.998
936,0.711
937,0.998
938,0.992
939,0.993
940,1.0
941,0.995
942,0.99
943,0.289
944,1.0
945,0.932
946,0.951
947,0.988
948,0.972
949,0.993
950,1.0
951,0.999
952,0.894
953,0.997
954,0.998
955,0.995
956,0.404
957,0.982
958,0.996
959,0.702
960,0.862
961,0.931
962,0.997
963,1.0
964,0.999
965,0.973
966,0.967
967,0.988
968,0.98
969,0.998
970,0.982
971,0.984
972,1.0
973,0.981
974,0.998
975,0.999
976,0.997
977,0.984
978,0.981
979,0.996
980,0.431
981,0.999
982,0.999
983,1.0
984,0.357
985,0.937
986,0.979
987,1.0
988,0.997
989,0.983
990,0.236
991,0.152
992,0.949
993,1.0
994,1.0
995,0.977
996,0.999
997,0.616
998,0.993
999,0.999
1000,0.991
1001,0.878
1002,0.931
1003,0.999
1004,1.0
1005,0.986
1006,0.979
1007,0.983
1008,1.0
1009,0.995
1010,0.997
1011,0.999
1012,1.0
1013,0.985
1014,0.999
1015,0.946
1016,0.997
1017,0.132
1018,1.0
1019,0.993
1020,0.991
1021,0.999
1022,0.955
1023,1.0
1024,1.0
1025,0.998
1026,0.969
1027,0.991
1028,1.0
1029,0.998
1030,0.997
1031,0.996
1032,1.0
1033,0.999
1034,0.97
1035,0.998
1036,0.999
1037,0.994
1038,0.987
1039,0.993
1040,0.99
1041,0.999
1042,0.982
1043,0.104
1044,0.723
1045,0.931
1046,0.989
1047,0.88
1048,0.983
1049,0.191
1050,1.0
1051,1.0
1052,0.998
1053,1.0
1054,0.955
1055,0.954
1056,0.999
1057,0.874
1058,0.993
1059,0.99
1060,0.991
1061,0.995
1062,0.971
1063,0.995
1064,0.986
1065,1.0
1066,1.0
1067,0.996
1068,0.992
1069,0.942
1070,0.999
1071,0.333
1072,1.0
1073,0.87
1074,0.999
1075,1.0
1076,0.999
1077,0.997
1078,0.993
1079,0.999
1080,0.97
1081,1.0
1082,0.998
1083,0.995
1084,1.0
1085,0.929
1086,1.0
1087,0.998
1088,0.952
1089,0.983
1090,1.0
1091,0.972
1092,0.997
1093,0.996
1094,0.993
1095,0.999
1096,0.991
1097,0.99
1098,0.995
1099,0.998
1100,0.941
1101,0.927
1102,0.889
1103,0.993
1104,0.997
1105,0.998
1106,1.0
1107,0.997
1108,0.998
1109,1.0
1110,0.994
1111,0.999
1112,0.998
1113,0.999
1114,0.875
1115,0.992
1116,0.988
1117,0.971
1118,0.978
1119,0.968
1120,0.986
1121,0.998
1122,0.389
1123,0.974
1124,0.943
1125,0.997
1126,0.992
1127,0.998
1128,0.997
1129,0.999
1130,0.995
1131,0.996
1132,0.98
1133,0.974
1134,1.0
1135,0.739
1136,0.968
1137,0.956
1138,1.0
1139,0.997
1140,0.85
1141,0.977
1142,0.988
1143,0.957
1144,0.98
1145,0.998
1146,0.999
1147,0.994
1148,0.899
1149,0.994
1150,0.977
1151,1.0
1152,0.992
1153,0.981
1154,0.968
1155,0.999
1156,0.981
1157,0.995
1158,0.985
1159,0.999
1160,0.988
1161,0.923
1162,0.998
1163,0.965
1164,0.986
1165,0.999
1166,0.995
1167,1.0
1168,0.803
1169,0.924
1170,1.0
1171,1.0
1172,0.987
1173,0.995
1174,0.584
1175,1.0
1176,0.985
1177,0.991
1178,0.993
1179,0.999
1180,0.411
1181,0.886
1182,0.941
1183,0.973
1184,0.991
1185,0.996
1186,0.998
1187,0.985
1188,0.635
1189,1.0
1190,0.997
1191,0.997
1192,0.967
1193,0.994
1194,0.968
1195,0.947
1196,0.99
1197,0.999
1198,0.96
1199,0.998
1200,1.0
1201,0.973
1202,0.999
1203,0.999
1204,1.0
1205,0.987
1206,0.995
1207,0.86
1208,1.0
1209,0.321
1210,0.954
1211,0.984
1212,0.999
1213,0.97
1214,0.99
1215,0.999
1216,0.952
1217,0.987
1218,0.926
1219,0.944
1220,0.926
1221,1.0
1222,0.904
1223,0.991
1224,0.464
1225,0.998
1226,0.987
1227,1.0
1228,0.98
1229,0.999
1230,1.0
1231,1.0
1232,0.982
1233,0.999
1234,0.997
1235,1.0
1236,0.989
1237,0.994
1238,0.999
1239,0.996
1240,0.964
1241,0.882
1242,0.999
1243,0.996
1244,0.997
1245,0.997
1246,0.767
1247,0.87
1248,1.0
1249,0.949
1250,1.0
1251,0.975
1252,0.912
1253,0.999
1254,0.997
1255,1.0
1256,0.999
1257,0.994
1258,0.995
1259,1.0
1260,0.994
1261,0.97
1262,0.994
1263,0.989
1264,0.98
1265,0.983
1266,0.978
1267,0.998
1268,0.965
1269,0.999
1270,0.998
1271,0.997
1272,0.995
1273,0.974
1274,0.985
1275,1.0
1276,0.994
1277,0.999
1278,0.991
1279,0.999
1280,0.897
1281,0.997
1282,0.996
1283,0.994
1284,0.984
1285,0.988
1286,0.946
1287,0.828
1288,0.971
1289,0.685
1290,1.0
1291,1.0
1292,0.987
1293,0.987
1294,0.964
1295,1.0
1296,0.948
1297,1.0
1298,0.964
1299,0.997
1300,0.976
1301,0.997
1302,0.97
1303,0.991
1304,0.989
1305,0.992
1306,0.98
1307,0.996
1308,0.992
1309,0.998
1310,0.992
1311,0.988
1312,0.993
1313,0.341
1314,0.992
1315,0.996
1316,1.0
1317,0.921
1318,0.997
1319,1.0
1320,0.317
1321,0.999
1322,0.991
1323,1.0
1324,1.0
1325,0.973
1326,0.999
1327,0.96
1328,0.99
1329,0.968
1330,0.996
1331,0.999
1332,0.99
1333,0.732
1334,0.977
1335,0.892
1336,0.995
1337,1.0
1338,0.993
1339,0.806
1340,0.98
1341,0.954
1342,0.997
1343,0.982
1344,0.998
1345,0.998
1346,0.989
1347,0.999
1348,0.979
1349,0.977
1350,1.0
1351,0.894
1352,0.989
1353,0.907
1354,0.999
1355,0.993
1356,0.992
1357,0.996
1358,0.971
1359,0.21
1360,0.953
1361,1.0
1362,0.993
1363,0.998
1364,0.872
1365,0.918
1366,1.0
1367,0.993
1368,1.0
1369,1.0
1370,0.912
1371,1.0
1372,0.692
1373,0.685
1374,0.995
1375,0.996
1376,0.994
1377,0.923
1378,0.988
1379,0.947
1380,0.996
1381,1.0
1382,0.988
1383,1.0
1384,1.0
1385,0.984
1386,0.994
1387,0.985
1388,0.96
1389,1.0
1390,0.999
1391,0.392
1392,0.999
1393,0.865
1394,0.989
1395,0.824
1396,0.997
1397,1.0
1398,0.985
1399,0.967
1400,0.993
1401,0.998
1402,0.986
1403,0.971
1404,0.949
1405,0.986
1406,0.999
1407,0.988
1408,1.0
1409,0.506
1410,0.993
1411,0.996
1412,0.977
1413,0.395
1414,0.19
1415,0.998
1416,0.999
1417,0.829
1418,0.987
1419,0.999
1420,0.999
1421,1.0
1422,0.99
1423,1.0
1424,0.996
1425,0.985
1426,0.999
1427,1.0
1428,0.947
1429,0.378
1430,0.981
1431,0.998
1432,0.998
1433,0.098
1434,0.81
1435,0.996
1436,1.0
1437,0.997
1438,0.998
1439,0.958
1440,0.962
1441,0.862
1442,1.0
1443,0.994
1444,0.999
1445,0.997
1446,0.986
1447,0.974
1448,0.952
1449,0.998
1450,0.858
1451,0.975
1452,0.994
1453,0.994
1454,0.965
1455,0.996
1456,0.945
1457,0.993
1458,0.996
1459,0.987
1460,0.998
1461,1.0
1462,0.245
1463,1.0
1464,0.387
1465,1.0
1466,0.996
1467,0.974
1468,0.992
1469,0.989
1470,0.995
1471,0.998
1472,0.922
1473,0.941
1474,0.997
1475,0.999
1476,0.999
1477,0.992
1478,0.997
1479,0.981
1480,0.917
1481,1.0
1482,0.879
1483,0.991
1484,0.93
1485,0.996
1486,0.991
1487,0.992
1488,0.951
1489,0.992
1490,0.915
1491,0.998
1492,0.997
1493,0.964
1494,0.836
1495,0.999
1496,0.968
1497,0.993
1498,0.987
1499,0.969
1500,0.987
1501,0.995
1502,0.976
1503,0.993
1504,0.984
1505,0.929
1506,0.927
1507,0.996
1508,0.997
1509,0.997
1510,0.999
1511,1.0
1512,0.995
1513,0.998
1514,0.972
1515,0.987
1516,0.866
1517,0.809
1518,0.941
1519,1.0
1520,0.981
1521,1.0
1522,0.919
1523,0.99
1524,0.828
1525,0.998
1526,1.0
1527,0.994
1528,0.998
1529,0.99
1530,1.0
1531,0.986
1532,0.974
1533,1.0
1534,0.999
1535,0.999
1536,0.984
1537,1.0
1538,0.998
1539,0.99
1540,1.0
1541,0.998
1542,0.997
1543,0.972
1544,0.944
1545,0.999
1546,0.994
1547,0.963
1548,0.998
1549,0.998
1550,0.995
1551,0.943
1552,0.993
1553,0.996
1554,1.0
1555,0.991
1556,0.997
1557,0.987
1558,0.999
1559,0.981
1560,0.995
1561,1.0
1562,0.955
1563,0.771
1564,0.988
1565,0.992
1566,0.963
1567,1.0
1568,0.997
1569,0.992
1570,0.674
1571,0.835
1572,0.997
1573,0.39
1574,0.999
1575,0.92
1576,0.98
1577,0.941
1578,0.999
1579,1.0
1580,0.549
1581,0.99
1582,0.986
1583,0.991
1584,1.0
1585,0.983
1586,1.0
1587,0.989
1588,0.983
1589,1.0
1590,0.999
1591,0.954
1592,0.999
1593,0.935
1594,0.927
1595,0.114
1596,0.997
1597,0.996
1598,0.999
1599,0.321
1600,0.989
1601,0.998
1602,0.995
1603,0.981
1604,0.994
1605,0.998
1606,0.961
1607,0.959
1608,0.879
1609,0.977
1610,0.966
1611,1.0
1612,0.998
1613,0.996
1614,1.0
1615,1.0
1616,0.998
1617,0.325
1618,0.998
1619,1.0
1620,0.794
1621,0.639
1622,0.914
1623,0.95
1624,0.997
1625,0.996
1626,0.998
1627,0.635
1628,0.974
1629,0.876
1630,0.986
1631,1.0
1632,0.977
1633,0.947
1634,0.996
1635,0.969
1636,0.973
1637,0.997
1638,0.997
1639,0.999
1640,0.985
1641,0.997
1642,0.988
1643,0.999
1644,0.997
1645,0.891
1646,0.999
1647,0.976
1648,1.0
1649,0.972
1650,0.999
1651,0.919
1652,0.998
1653,0.986
1654,0.999
1655,0.998
1656,0.988
1657,0.981
1658,0.963
1659,0.864
1660,1.0
1661,0.992
1662,0.998
1663,0.999
1664,0.985
1665,0.998
1666,1.0
1667,0.803
1668,1.0
1669,0.997
1670,0.999
1671,0.865
1672,0.985
1673,0.96
1674,0.999
1675,0.401
1676,0.069
1677,0.961
1678,0.999
1679,0.996
1680,0.991
1681,0.916
1682,1.0
1683,0.992
1684,0.853
1685,0.968
1686,0.994
1687,0.972
1688,0.997
1689,1.0
1690,1.0
1691,0.999
1692,1.0
1693,0.996
1694,0.577
1695,0.994
1696,0.995
1697,0.996
1698,0.957
1699,0.998
1700,0.999
1701,0.992
1702,1.0
1703,0.999
1704,0.999
1705,0.986
1706,0.988
1707,0.994
1708,0.979
1709,0.997
1710,0.996
1711,0.956
1712,0.999
1713,0.723
1714,0.988
1715,0.901
1716,0.995
1717,0.979
1718,0.055
1719,0.992
1720,0.999
1721,0.997
1722,0.892
1723,0.998
1724,0.995
1725,0.991
1726,0.998
1727,0.997
1728,0.997
1729,0.989
1730,0.984
1731,0.99
1732,0.999
1733,0.999
1734,0.99
1735,0.998
1736,0.928
1737,0.964
1738,0.996
1739,0.998
1740,0.998
1741,0.969
1742,0.996
1743,0.942
1744,0.966
1745,0.998
1746,1.0
1747,1.0
1748,0.995
1749,0.999
1750,0.996
1751,0.991
1752,0.995
1753,1.0
1754,0.998
1755,0.968
1756,0.995
1757,0.984
1758,0.998
1759,0.988
1760,0.99
1761,0.545
1762,0.983
1763,0.995
1764,0.97
1765,0.993
1766,0.991
1767,0.994
1768,0.155
1769,0.958
1770,0.981
1771,1.0
1772,1.0
1773,0.99
1774,0.949
1775,0.999
1776,0.923
1777,0.947
1778,0.521
1779,1.0
1780,0.914
1781,0.93
1782,0.842
1783,0.997
1784,0.966
1785,1.0
1786,0.991
1787,0.976
1788,0.989
1789,0.978
1790,1.0
1791,0.898
1792,1.0
1793,0.994
1794,0.874
1795,0.998
1796,0.947
1797,0.846
1798,0.998
1799,0.999
1800,0.983
1801,0.99
1802,1.0
1803,0.992
1804,1.0
1805,0.883
1806,0.998
1807,0.997
1808,0.999
1809,1.0
1810,0.987
1811,0.992
1812,1.0
1813,0.612
1814,0.98
1815,0.995
1816,0.995
1817,0.995
1818,1.0
1819,0.992
1820,0.998
1821,0.994
1822,0.998
1823,0.957
1824,0.382
1825,0.997
1826,0.995
1827,1.0
1828,0.995
1829,0.997
1830,0.934
1831,0.997
1832,1.0
1833,0.981
1834,0.984
1835,0.988
1836,0.995
1837,0.998
1838,0.991
1839,0.978
1840,0.978
1841,0.998
1842,0.994
1843,0.997
1844,0.999
1845,0.998
1846,0.922
1847,0.997
1848,0.996
1849,1.0
1850,0.986
1851,0.914
1852,0.986
1853,0.63
1854,0.985
1855,0.998
1856,0.999
1857,0.997
1858,0.663
1859,0.992
1860,0.489
1861,0.973
1862,0.997
1863,0.98
1864,0.981
1865,1.0
1866,1.0
1867,0.981
1868,0.992
1869,0.97
1870,0.962
1871,0.998
1872,0.99
1873,0.334
1874,0.988
1875,0.478
1876,0.996
1877,0.967
1878,0.508
1879,0.999
1880,0.992
1881,0.99
1882,0.954
1883,0.997
1884,0.136
1885,0.975
1886,0.97
1887,0.927
1888,0.999
1889,0.998
1890,1.0
1891,0.945
1892,0.993
1893,0.998
1894,1.0
1895,0.94
1896,0.999
1897,0.961
1898,0.997
1899,0.942
1900,1.0
1901,0.424
1902,0.998
1903,0.992
1904,0.997
1905,0.987
1906,0.995
1907,0.997
1908,0.966
1909,0.995
1910,0.988
1911,0.997
1912,0.998
1913,0.964
1914,0.993
1915,0.989
1916,0.971
1917,0.991
1918,0.995
1919,0.942
1920,0.823
1921,0.965
1922,0.997
1923,0.997
1924,0.739
1925,1.0
1926,0.974
1927,0.985
1928,0.998
1929,0.998
1930,0.998
1931,0.867
1932,0.942
1933,0.995
1934,0.976
1935,0.991
1936,0.944
1937,0.992
1938,0.999
1939,0.998
1940,0.969
1941,0.995
1942,1.0
1943,0.998
1944,0.961
1945,0.983
1946,0.991
1947,0.996
1948,0.998
1949,0.994
1950,0.985
1951,0.986
1952,0.982
1953,0.999
1954,0.989
1955,1.0
1956,0.97
1957,0.699
1958,0.991
1959,0.994
1960,0.988
1961,0.985
1962,0.996
1963,0.976
1964,0.973
1965,0.99
1966,0.974
1967,0.999
1968,0.294
1969,0.844
1970,0.991
1971,0.64
1972,0.998
1973,0.999
1974,0.987
1975,0.982
1976,0.967
1977,0.966
1978,0.998
1979,0.979
1980,0.996
1981,0.988
1982,0.996
1983,0.83
1984,0.998
1985,0.962
1986,0.988
1987,0.937
1988,0.993
1989,0.984
1990,0.917
1991,0.841
1992,1.0
1993,0.999
1994,0.987
1995,0.999
1996,0.999
1997,0.999
1998,0.981
1999,0.976
2000,0.986
2001,0.982
2002,0.983
2003,0.953
2004,0.996
2005,0.998
2006,0.963
2007,0.85
2008,0.91
2009,0.996
2010,0.993
2011,0.989
2012,0.993
2013,0.998
2014,0.991
2015,1.0
2016,0.996
2017,0.998
2018,0.998
2019,0.996
2020,0.944
2021,0.998
2022,0.225
2023,0.999
2024,0.988
2025,0.986
2026,0.968
2027,0.997
2028,0.979
2029,0.998
2030,0.932
2031,1.0
2032,0.976
2033,0.999
2034,0.997
2035,0.946
2036,0.965
2037,0.998
2038,0.997
2039,0.956
2040,0.998
2041,0.993
2042,0.997
2043,0.995
2044,0.342
2045,0.999
2046,0.976
2047,0.972
2048,0.985
2049,0.999
2050,1.0
2051,0.988
2052,0.957
2053,0.996
2054,0.996
2055,0.904
2056,0.843
2057,0.997
2058,1.0
2059,1.0
2060,0.993
2061,0.974
2062,0.999
2063,0.995
2064,0.975
2065,1.0
2066,0.995
2067,0.038
2068,0.935
2069,0.997
2070,0.997
2071,0.985
2072,0.999
2073,0.997
2074,0.997
2075,0.634
2076,0.998
2077,0.996
2078,0.637
2079,0.917
2080,0.995
2081,0.94
2082,1.0
2083,0.988
2084,0.93
2085,0.97
2086,0.994
2087,0.937
2088,0.995
2089,0.992
2090,0.986
2091,0.989
2092,0.999
2093,0.994
2094,0.987
2095,0.856
2096,0.995
2097,0.943
2098,0.986
2099,0.991
2100,1.0
2101,0.996
2102,0.993
2103,0.941
2104,0.984
2105,0.973
2106,0.991
2107,0.998
2108,1.0
2109,0.441
2110,0.987
2111,0.981
2112,0.111
2113,1.0
2114,0.999
2115,0.993
2116,1.0
2117,0.99
2118,0.926
2119,0.997
2120,0.312
2121,0.818
2122,0.983
2123,1.0
2124,0.996
2125,0.999
2126,0.991
2127,0.992
2128,0.998
2129,0.992
2130,0.989
2131,0.993
2132,0.765
2133,0.958
2134,0.999
2135,0.961
2136,0.999
2137,0.931
2138,0.983
2139,0.857
2140,0.998
2141,0.974
